accuracy	nps
0.7250602471	paths
0.7250502393	safety management
0.7250448875	tool support
0.7250361954	reflectometry
0.7249866691	hopping
0.7249549175	traffic flows
0.7249417229	copy move forgery
0.7249302048	sewage
0.7249302048	sciences
0.7249262531	coupled lines
0.7249118856	operation mode
0.7249089180	belief
0.7249085457	inf 2 inf
0.7249058749	cerebral palsy
0.7249022251	blood cell
0.7249011187	limited feedback
0.7248825031	uav path planning
0.7248660502	sector
0.7248660502	operators
0.7248660502	skills
0.7248628670	image coding
0.7247869645	head mounted display
0.7247704848	2.4 ghz
0.7247638480	ir uwb
0.7247153115	proactive
0.7247153115	inp
0.7247153115	values
0.7247153115	facility
0.7247153115	silica
0.7246889453	risk evaluation
0.7246883129	holography
0.7246810725	video transmission
0.7246635470	software systems
0.7246626040	membrane
0.7246574600	like
0.7246012970	daily life
0.7245556135	class e power amplifier
0.7245017718	outage performance
0.7244736812	harsh environment
0.7244571756	tt
0.7244571756	seamless
0.7244571756	perceived
0.7244571756	folded
0.7244571756	connections
0.7244571756	protecting
0.7244571756	ageing
0.7244571756	abstraction
0.7244571756	stabilizing
0.7244571756	presentation
0.7244571756	prosthesis
0.7244571756	inputs
0.7244571756	diagram
0.7244571756	peripheral
0.7244454175	expression recognition
0.7244449203	risk prediction
0.7244342830	architectural
0.7244038490	rotation
0.7243663077	activation
0.7243663077	exact
0.7243663077	longitudinal
0.7243584367	propagation channel
0.7243514153	ripple reduction
0.7243492204	area coverage
0.7243117622	surgical
0.7242922028	cover
0.7242789184	minimum phase
0.7242702238	robust control
0.7242603637	smart watch
0.7242488801	cad
0.7242170508	histopathological images
0.7241431960	sa
0.7241431960	aquatic
0.7241431960	homing
0.7241431960	luminescent
0.7241431960	humanitarian
0.7241431960	multilayers
0.7241431960	pictures
0.7241431960	malignant
0.7241431960	late
0.7241431960	cloaking
0.7241431960	mlp
0.7241431960	backend
0.7241409323	relay network
0.7241390454	colombia
0.7241381617	polarization maintaining fiber
0.7240878265	thermal energy storage
0.7240467435	behaviors
0.7240467435	individual
0.7239931160	optimization techniques
0.7239879792	hpc applications
0.7239838819	power mosfets
0.7239778138	by
0.7239744964	wheelchair
0.7239589239	switching loss
0.7239553757	your
0.7239170398	clusters
0.7238875102	convergence rate
0.7238738952	organic light emitting diodes
0.7238444297	force control
0.7237860634	biomass
0.7237654686	internal combustion
0.7237448217	u
0.7237153115	foreword
0.7237153115	minimal
0.7236944410	breast cancer detection
0.7236905501	regularized
0.7236905501	samples
0.7236657891	hvdc transmission
0.7236316710	preservation
0.7236153573	unstructured data
0.7236107953	surface modification
0.7235793805	uavs
0.7235372582	preisach model
0.7235053034	magnetically geared
0.7234910626	magnetic circuit
0.7234478105	linear array
0.7233486415	ad hoc network
0.7233130737	dc link capacitor
0.7232758907	pre distortion
0.7232215949	cognitive radios
0.7232042575	malicious
0.7231711884	cost reduction
0.7231686076	side channel attacks
0.7231619061	vulnerability analysis
0.7231567692	seizure
0.7231496710	dimensional
0.7231111740	multiplexed transmission
0.7231080585	emc
0.7231020169	mild
0.7230425010	feasibility
0.7230383277	mars
0.7230305193	parametric amplification
0.7230273507	privacy aware
0.7230259564	aerial image
0.7230239348	finite state
0.7229653115	queries
0.7229653115	scenes
0.7229653115	trajectories
0.7229334373	trace
0.7229198883	designs
0.7228922222	towards
0.7228772394	textile antenna
0.7228483759	scenarios
0.7228285818	concepts
0.7228174133	power station
0.7227211751	cs
0.7227131450	liquid cooled
0.7227006758	anechoic
0.7226895485	increasing
0.7226236176	dt
0.7226145675	64
0.7225866439	parallel connected
0.7225419997	passive uhf rfid tag
0.7225323957	tie
0.7224815869	high frequency link
0.7224769547	implementations
0.7224769547	java
0.7224769547	waveforms
0.7224198883	uplink
0.7223686838	scheduler
0.7223630231	using
0.7223528855	virtual environment
0.7223426864	workflow
0.7223426864	update
0.7223426864	introducing
0.7223002279	teacher training
0.7222750151	clone detection
0.7222693860	sparse matrix
0.7222566798	dos
0.7222524699	residential pv
0.7221821844	note
0.7221821844	impairment
0.7221732042	random fiber laser
0.7221721974	dimensions
0.7221721974	methodologies
0.7221721974	developed
0.7221721974	noc
0.7221721974	gated
0.7221641555	green energy
0.7221520870	type 2 fuzzy logic
0.7221425865	hv
0.7221420371	regional
0.7221263291	wheeled
0.7221138157	integrated energy
0.7220393273	cerebral
0.7220093530	multichannel
0.7220093530	securing
0.7219678149	universities
0.7219548885	variations
0.7219547059	automatic modulation
0.7218801307	boost pfc
0.7218778351	k nearest neighbors
0.7218601892	ultra dense networks
0.7218363986	ddos
0.7218288895	acousto optic
0.7217857014	wound rotor
0.7217798325	pulsed laser
0.7217698883	impacts
0.7217483448	blockchain technology
0.7217474418	experimental studies
0.7217335650	wake
0.7217028290	insights
0.7216948388	clutter suppression
0.7216760197	implications
0.7216581928	hyperspectral unmixing
0.7216532216	investigating
0.7216198246	mobile cloud
0.7215967204	omni directional
0.7215762049	power semiconductors
0.7215502004	ranking
0.7214762102	blended
0.7214232469	generating
0.7213937322	digital microfluidic biochips
0.7213604410	as
0.7213426864	illumination
0.7213381465	imperfect
0.7213032264	ros
0.7212443524	deterministic
0.7212384494	facebook
0.7212029673	number generators
0.7211532216	implementing
0.7211532216	arbitrary
0.7210926941	downlink
0.7210926941	assessing
0.7210899388	small signal
0.7210780845	leveraging
0.7210780845	achieving
0.7210780845	versus
0.7210516033	frequency shift
0.7210371533	soa
0.7210299992	15
0.7210154650	film thickness
0.7209919068	optic
0.7209522923	dispatching
0.7209522923	merging
0.7209522923	prioritization
0.7209522923	blue
0.7209522923	beamformer
0.7209522923	textual
0.7209522923	scaled
0.7209522923	consumers
0.7209522923	replacement
0.7209334373	characterizing
0.7209334373	providing
0.7209334373	extending
0.7209334373	photo
0.7209168344	point of care
0.7208735102	open winding
0.7208415846	regression testing
0.7208173663	distance protection
0.7208114097	data analysis
0.7207762574	short reach
0.7207521716	year
0.7207222404	heuristic approach
0.7207199871	massively parallel
0.7207147757	industrial wireless sensor networks
0.7207078145	nb iot
0.7207067491	single image
0.7206254922	power efficient
0.7205918347	walking
0.7205905601	wavelet based
0.7205867049	significance
0.7205680097	rectangular microstrip
0.7205394691	chipless
0.7205345009	manet
0.7205262230	gas flow
0.7205173327	unknown parameters
0.7204129895	mobile agents
0.7203951212	50
0.7203617513	use case
0.7203595486	hop
0.7203522593	nanotubes
0.7203340976	signaling
0.7203340976	oscillations
0.7203340976	benchmarking
0.7203340976	discriminative
0.7203281199	islanded
0.7203008804	cuk converter
0.7202814621	mpeg dash
0.7202773965	passively
0.7202713216	left
0.7202320603	fraud
0.7202297248	cognitive relay
0.7202162280	finite horizon
0.7202082334	triggered
0.7202031090	khz
0.7201967260	strain measurement
0.7201918089	llc
0.7201558011	sdn based
0.7201532216	observations
0.7201529448	rescue
0.7201494674	risks
0.7201494674	perspectives
0.7201494674	friction
0.7201494674	interferometric
0.7201494674	maximizing
0.7201376938	reverberation
0.7200830967	participation
0.7200612028	fabrication process
0.7199759077	least squares
0.7199673195	sno inf 2 inf
0.7199032216	interactions
0.7198992156	video streams
0.7198724608	positive and negative
0.7198693851	ultra high
0.7198602208	sound field
0.7198349767	including
0.7197247444	spline
0.7197179652	copper
0.7197091223	diabetic
0.7196846262	bilateral control
0.7196451093	toolbox
0.7196446000	options
0.7196446000	locations
0.7196140343	instantaneous frequency
0.7196113902	mw
0.7195580130	wheeled robot
0.7195562958	two phase flow
0.7195229751	resolution enhancement
0.7194675073	modern
0.7194636449	terminal sliding mode control
0.7194354485	emotional
0.7194139917	polar coded
0.7194110191	focusing
0.7193639640	fabric
0.7193343009	radix
0.7192855310	safe
0.7192773965	maglev
0.7192579241	supervisory
0.7192365101	propagation characteristics
0.7192154228	gram
0.7192154228	histopathological
0.7192154228	neck
0.7192154228	stopband
0.7192063088	rubber
0.7191922110	fast charging
0.7191388698	frequency offset estimation
0.7190907006	port hamiltonian
0.7190667789	push pull
0.7190540745	reluctance machine
0.7189929917	icse 2017 sponsors and benefactors
0.7189761913	semi automated
0.7188827793	epileptic
0.7188612817	permanent magnet synchronous
0.7188445284	precise
0.7188445284	levels
0.7188230773	loop closure
0.7188041471	mn
0.7187986198	switchgear
0.7187986198	validity
0.7187986198	subset
0.7187967328	pulse wave
0.7187868183	wise
0.7187868183	years
0.7187551791	against
0.7187373459	pedestrian navigation
0.7187215290	combined heat and power
0.7187018532	implemented
0.7186979140	audio signals
0.7186851812	power transmission
0.7186777305	realization
0.7186573402	lpv systems
0.7186465000	fss
0.7186373333	stepped
0.7186373333	healing
0.7186373333	gabor
0.7186373333	situational
0.7186326708	emergence
0.7186065856	v2v
0.7185725258	charging discharging
0.7185137334	semi supervised learning
0.7184890764	intra prediction
0.7184219726	primary frequency control
0.7183896027	about
0.7183822366	reality
0.7183558929	partial discharge detection
0.7183112260	mach zehnder modulator
0.7182163055	estimates
0.7182163055	linux
0.7182163055	limitations
0.7182163055	documents
0.7182163055	recommendations
0.7182163055	replication
0.7182006363	inf mn inf
0.7181472735	question
0.7181280568	uv
0.7180906158	rram
0.7180554423	low density
0.7180055066	cnc
0.7179944378	signal transmission
0.7179103220	lti systems
0.7178965390	communication delay
0.7178837620	graph partitioning
0.7178630568	flexibility
0.7178506645	oam
0.7178051260	brazil
0.7178051260	combiner
0.7178051260	opencl
0.7178051260	polariton
0.7178051260	sourced
0.7177485667	grasp
0.7177156375	flower
0.7177052101	crowd sourced
0.7176919846	agent based simulation
0.7176718063	score
0.7176718063	perfect
0.7176011215	maintenance strategy
0.7175949917	hamming
0.7175806180	work in progress
0.7175529202	smart phones
0.7175321489	dipole array
0.7174836754	generative
0.7174727711	gui
0.7174727711	reputation
0.7174727711	cp
0.7174688067	tap changer
0.7174284588	stub
0.7173820564	intention
0.7173820564	hashing
0.7173820564	duration
0.7173820564	baseband
0.7173820564	companies
0.7173820564	boosting
0.7173750488	ble
0.7173680088	stages
0.7173680088	classical
0.7173680088	nanocomposites
0.7173680088	phenomena
0.7173680088	conducting
0.7173442320	multi level inverter
0.7172207890	supporting
0.7172207890	events
0.7172163055	forensic
0.7172163055	soliton
0.7172163055	radars
0.7172163055	rotational
0.7172163055	decisions
0.7171826727	switching topologies
0.7171585353	wearable electronics
0.7171522794	coils
0.7171522794	localized
0.7171522794	constructing
0.7171231907	ppg
0.7171040446	tuberculosis
0.7171022774	directional antenna
0.7170978484	viability
0.7170978484	mutually
0.7170978484	preventive
0.7170978484	perceptron
0.7170707874	glass
0.7170637702	fundamental frequency
0.7170299800	virtual laboratory
0.7170062623	core loss
0.7170017801	relay node
0.7169517295	content centric
0.7169285874	forgetting
0.7169285874	instant
0.7169285874	ls
0.7167868183	needle
0.7167579269	gas liquid
0.7167441390	messages
0.7167441390	controls
0.7167441390	neuron
0.7167441390	times
0.7167441390	ecosystem
0.7167441390	addressing
0.7167441390	domestic
0.7167441390	mini
0.7166763361	2017 organizing committee
0.7166626388	data protection
0.7166479104	pa
0.7166190206	margin
0.7165719808	test bed
0.7165672099	chaotic systems
0.7165410068	lifelong learning
0.7164560867	plasmon
0.7164524640	dwt
0.7164388266	release
0.7164383578	bp
0.7164366410	swipt
0.7163820564	randomized
0.7163779385	transmissions
0.7163779385	healthy
0.7163779385	infinite
0.7163244915	nsga ii
0.7163002224	wireless transceiver
0.7162962133	scatter radar
0.7162855841	dfb
0.7162832699	visually
0.7162572180	iot systems
0.7162204361	rayleigh fading channels
0.7162008033	test generation
0.7161679732	track program committee
0.7161563661	allocation strategy
0.7161318665	drones
0.7161048739	ieee infocom 2017 workshops
0.7160882924	hemts
0.7160744782	inf 3 inf
0.7160508407	resilient
0.7160188661	plug in electric vehicle
0.7159668711	silicon microring
0.7159440206	vegetation
0.7158833690	secure data
0.7158768731	haar wavelet
0.7158646398	competition
0.7158646398	cavities
0.7158646398	vectors
0.7158646398	discovering
0.7158646398	symmetrical
0.7158157769	forcing
0.7158092756	gc
0.7158000795	zvs
0.7157829056	o
0.7157814597	integrating
0.7157782395	anfis
0.7157286355	aln
0.7157286355	switchable
0.7157286355	horizontal
0.7157104264	data plane
0.7156279020	user identification
0.7156242614	developers
0.7156242614	inhomogeneous
0.7156242614	record
0.7156242614	corporate
0.7156133731	event related
0.7156093888	data quality
0.7155590445	three level inverter
0.7155508407	controlling
0.7155424651	right
0.7155160175	depth images
0.7154230226	virtual instrumentation
0.7154086890	doppler estimation
0.7154071031	keystroke dynamics
0.7154036617	extremum seeking control
0.7153909464	vehicular cloud
0.7153751550	flood
0.7152902195	manipulation tasks
0.7152267447	high electron mobility
0.7152143022	suspended
0.7151983822	array synthesis
0.7151675250	dynamic reconfiguration
0.7151487175	event based
0.7151341463	low carbon
0.7151254597	magnetic dipole
0.7150977892	welcome message
0.7150929690	offline
0.7150480684	cnns
0.7150480684	vm
0.7150291857	without
0.7150262019	search space
0.7149722468	sink
0.7149360353	plan
0.7149360353	creating
0.7149360353	studying
0.7149327126	suitable
0.7149327126	semantics
0.7149248135	speed sensorless
0.7148722966	vehicle to infrastructure
0.7148656261	cps
0.7148551940	expectation
0.7148551940	styles
0.7148551940	received
0.7148437887	micro and nano
0.7148191829	silicone
0.7148118492	iec
0.7148017991	optimal reactive power
0.7147814597	estimating
0.7147803843	fish
0.7147710197	screen printed
0.7147371998	intersection
0.7147063177	range finder
0.7146829864	salient
0.7146758624	more electric aircraft
0.7146678338	plenary speaker
0.7146532925	flexible electronics
0.7146437291	level inverter
0.7145908006	slot antenna array
0.7145769434	repair
0.7145769434	actuation
0.7145769434	hospital
0.7145739571	supervised classification
0.7145700504	network reconfiguration
0.7145382778	secondary users
